measurement_uid,input,dns_experiment_failure,http_experiment_failure,dns_consistency,accessible,resolver_asn,resolver_ip,status_code
20250421053614.664224_AR_webconnectivity_fef34f5006743e66,http://fncancer.org.ve/,android_dns_cache_no_data,None,inconsistent,False,AS212238,84.252.114.6,200
20250421053511.038886_AR_webconnectivity_ccb173ca6c9654cf,http://capriles.tv/,android_dns_cache_no_data,None,inconsistent,False,AS212238,84.252.114.6,-1
20250421052904.380391_AR_webconnectivity_f8af588e449c00df,https://www.unifertes.com/,android_dns_cache_no_data,None,inconsistent,False,AS212238,84.252.114.6,-1
20250421052839.497515_AR_webconnectivity_93939e3c7efce57e,https://www.ona.gob.ve/,android_dns_cache_no_data,None,inconsistent,False,AS212238,84.252.114.6,-1
20250421052830.364333_AR_webconnectivity_0371e6ba77cbfb2b,https://www.cinecalidad.to/,android_dns_cache_no_data,None,inconsistent,False,AS212238,84.252.114.6,-1
20250421051744.954314_AR_webconnectivity_72153061cbc0f30f,http://www.xroxy.com/,android_dns_cache_no_data,None,inconsistent,False,AS212238,84.252.114.6,-1
20250421051459.586432_AR_webconnectivity_e896d01adc36d396,https://www.inspirulina.com/,android_dns_cache_no_data,None,inconsistent,False,AS212238,84.252.114.6,-1
20250421045910.405438_AR_webconnectivity_e707c921c364ee60,https://www.elinformador.com.ve/,android_dns_cache_no_data,None,inconsistent,False,AS212238,84.252.114.6,-1
20250421045851.265906_AR_webconnectivity_38bd6b40ac3d8c8a,https://soccerstreamshd.com/,android_dns_cache_no_data,None,inconsistent,False,AS212238,84.252.114.6,-1
20250421045849.512382_AR_webconnectivity_b0d2465f3654a80c,http://www.islamdoor.com,android_dns_cache_no_data,None,inconsistent,False,AS212238,84.252.114.6,-1
20250421045807.950417_AR_webconnectivity_968bb3c5275badd3,http://imesh.com/,android_dns_cache_no_data,None,inconsistent,False,AS212238,84.252.114.6,-1
20250421045805.799637_AR_webconnectivity_3eb60e032bcc48ee,http://www.wikispaces.com/,android_dns_cache_no_data,None,inconsistent,False,AS212238,84.252.114.6,-1
20250421045745.306131_AR_webconnectivity_eedd1cdea5f9f3a2,https://www.asstr.org/,android_dns_cache_no_data,None,inconsistent,False,AS212238,84.252.114.6,-1
20250421045725.967027_AR_webconnectivity_3a4297badb9f6f40,https://voces.com.uy/,android_dns_cache_no_data,None,inconsistent,False,AS212238,84.252.114.6,-1
20250421045719.926138_AR_webconnectivity_03a07c714c06985f,https://hacienda.gob.ni,android_dns_cache_no_data,None,inconsistent,False,AS212238,84.252.114.6,-1
20250421045713.577688_AR_webconnectivity_0f4189f258a405cb,http://www.fgmnetwork.org/,android_dns_cache_no_data,None,inconsistent,False,AS212238,84.252.114.6,-1
