measurement_uid,input,dns_experiment_failure,http_experiment_failure,dns_consistency,accessible,resolver_asn,resolver_ip,status_code
20250521064200.833517_VE_webconnectivity_2d420749bc784f20,https://regalamonedas.com/,None,connection_refused,inconsistent,False,AS13335,172.70.81.193,200
20250521063950.102570_VE_webconnectivity_657b8aea10f6d8f3,https://Saori.bet,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.70.81.193,-1
20250521063949.519603_VE_webconnectivity_38e12132e92d93a8,https://www.cleopatrabet.co/,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.70.81.193,-1
20250521063819.517389_VE_webconnectivity_1f1f8e2a7c0966b1,https://www.luckylanespins.com,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.70.81.193,-1
20250521063720.739376_VE_webconnectivity_666571f980fac1b4,https://www.silverplay013.com,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.70.81.193,-1
20250521063717.466062_VE_webconnectivity_e89f1266d1def665,https://www.thrillsy.com,None,connection_refused,inconsistent,False,AS13335,172.70.81.193,403
20250521063516.388422_VE_webconnectivity_3b6065cdbf5d10db,https://www.megafaraon.co,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.70.81.193,-1
20250521063244.534814_VE_webconnectivity_483b74fc129db636,https://redblackline.net/home,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.70.81.193,-1
20250521063213.693953_VE_webconnectivity_9e1dda190bea6bef,https://pinkgame.net/sports.php,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.70.81.193,-1
20250521063212.564315_VE_webconnectivity_5d1dbcca5d70f0c5,https://pinkgame.net/,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.70.81.193,-1
20250521063158.971089_VE_webconnectivity_6c2e52d792c12019,https://jugaygana.online/,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.70.81.193,-1
20250521063144.434719_VE_webconnectivity_9fb3fbe354e66a61,https://betglobal.com/es/sports,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.70.81.193,-1
20250521063041.845936_VE_webconnectivity_d5584c1086772581,https://www.hallabet.com/en,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.70.81.193,500
20250521063027.533231_VE_webconnectivity_9475df1e3b604116,https://www.m88.io,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.70.81.193,-1
20250521062931.751785_VE_webconnectivity_4c0e312a2d08aa02,https://www.hatbet56.com/tf,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.70.81.193,-1
20250521062528.978910_VE_webconnectivity_7d00e885040386d1,https://lp.betglobal.com,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.70.81.193,-1
20250521062426.533033_VE_webconnectivity_9ad842afa0c2ceb6,https://www.joyfulbet.io,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.70.81.193,-1
20250521062250.939898_VE_webconnectivity_1cd52cb4f7ad7e1c,https://www.yummygame.io,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.70.81.193,-1
20250521062138.185774_VE_webconnectivity_679ba3dd8c782bcf,https://luckyhandcasino.com,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.70.81.193,-1
20250521062044.210429_VE_webconnectivity_27d927910cf7e8c3,https://betcoin.pro,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.70.81.193,-1
20250521061846.234921_VE_webconnectivity_a87c05d4bca8335b,https://clubriches.com,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.70.81.193,-1
20250521061826.352607_VE_webconnectivity_9bd223dd7826ee88,https://celuapuestas.pro,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.70.81.193,-1
20250521061755.913755_VE_webconnectivity_62f982a86a6eb671,https://www.regalamonedas.com,None,connection_refused,inconsistent,False,AS13335,172.70.81.193,200
20250521061626.194985_VE_webconnectivity_8eb904725d99dc98,https://tarjetarojaenvivo.nl,None,connection_refused,inconsistent,False,AS13335,172.70.81.193,200
20250521061543.863387_VE_webconnectivity_5bc1f2c4a7f91eb1,https://futbollibretvonline.pe,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.70.81.193,-1
20250521061519.361380_VE_webconnectivity_5dcb503486b25da2,https://futbollibrehd.futbol,None,connection_refused,inconsistent,False,AS13335,172.70.81.193,526
20250521061228.733733_VE_webconnectivity_7477873dec36a111,https://libre.futbol,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.70.81.193,-1
20250521061118.788053_VE_webconnectivity_2524777ee7d3b4fb,https://www.hatbet56.com,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.70.81.193,-1
20250521060506.140363_VE_webconnectivity_98a6534f3bb5920a,https://platinoclub.net/,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.70.81.193,-1
20250521060505.535861_VE_webconnectivity_ce6ccd02d5694aa2,https://oc88.com/,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.70.81.193,-1
20250521060401.190505_VE_webconnectivity_2d70d85e3def07a7,https://pinkplay.net/,None,connection_refused,inconsistent,False,AS13335,172.70.81.193,200
20250521060313.140509_VE_webconnectivity_86c6e824f27fb130,http://www.oasispro.club/,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.70.81.193,-1
20250521060310.915372_VE_webconnectivity_ecfd5dd9d11087cc,http://www.quarzoazul.com/,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.70.81.193,-1
20250521060224.796735_VE_webconnectivity_d61afc01f31e83ed,https://www.magisapk.com/,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.70.81.193,-1
20250521060159.160608_VE_webconnectivity_30513260e78a2513,https://magistvtv.com/,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.70.81.193,-1
20250521060140.217065_VE_webconnectivity_eff22aa1dc1814b9,https://www.getmagistv.com/,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.70.81.193,-1
20250521060043.487510_VE_webconnectivity_51f342f7c8f00cca,https://magistvmex.com/,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.70.81.193,-1
20250521060011.589655_VE_webconnectivity_e090ed4f36fca670,https://magistv.vip/,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.70.81.193,-1
20250521060008.274308_VE_webconnectivity_fac97d9dd45b05ca,https://magistv.so,None,connection_refused,inconsistent,False,AS13335,172.70.81.193,200
20250521055913.397000_VE_webconnectivity_a6d1aac286cb8516,https://magistvgo.com/,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.70.81.193,-1
20250521055731.234426_VE_webconnectivity_3895e6a940ec6c2a,https://www.magistv.agency/,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.70.81.193,-1
20250521055729.740385_VE_webconnectivity_79fea244e16218ae,https://magistv-ecuador.com/,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.70.81.193,-1
20250521055324.948297_VE_webconnectivity_60fb06ffcdd1aa33,https://www.magistv.net,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.70.81.193,-1
20250521055324.370017_VE_webconnectivity_ba14b9f0f8f36b75,https://kodipro.org/downloader/Mospy%20Tv_3.0.3.apk,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.70.81.193,-1
20250521055321.238529_VE_webconnectivity_7faac2fb93b1c674,https://gnula.nu,None,connection_refused,inconsistent,False,AS13335,172.70.81.193,200
20250521055319.221052_VE_webconnectivity_0e5d2cb27242ade4,https://h5.rainbowex.life/#/pages/download/download,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.70.81.193,-1
20250521055318.675931_VE_webconnectivity_77a85be181cc5c62,https://h5.rainbowex.life/#/,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.70.81.193,-1
20250521055232.146520_VE_webconnectivity_e5c5d7829db98f7e,https://1xcasino-172143.top/es,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.70.81.193,-1
20250521055101.475209_VE_webconnectivity_04d4a0c6f9aaa148,https://club365.io/,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.70.81.193,-1
20250521054847.401527_VE_webconnectivity_f1b07487efdd491d,https://rubybet.club/login.php,None,connection_refused,inconsistent,False,AS13335,172.70.81.193,403
20250521054524.368703_VE_webconnectivity_a72c81a61121549e,https://rojadirectaliga.me,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.70.81.193,-1
20250521053853.310423_VE_webconnectivity_bb5514c4a484d5f8,https://magistv-pc.com,None,connection_refused,inconsistent,False,AS13335,172.70.81.193,200
20250521053716.323357_VE_webconnectivity_20d65767551e0435,https://www.galemartin.com,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.70.81.193,-1
20250521053656.545420_VE_webconnectivity_8b40dbb09b96c2d1,https://www.casino.mx,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.70.81.193,200
20250521053458.716612_VE_webconnectivity_5894faf6fd23b43c,https://www.ubet.com,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.70.81.193,-1
20250521053432.811964_VE_webconnectivity_0bb90c42484974cc,https://www.esportgaming.com,None,connection_refused,inconsistent,False,AS13335,172.70.81.193,200
20250521053330.502574_VE_webconnectivity_6edd226f7c75f12d,https://www.tiplix.com,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.70.81.193,-1
20250521053144.531012_VE_webconnectivity_86056e29456dcaf0,https://www.bombaybets.eu,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.70.81.193,-1
20250521053125.136482_VE_webconnectivity_468974b6d47c3f3c,https://www.eurogrand.com/es/ar,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.70.81.193,-1
20250521053039.185821_VE_webconnectivity_07d224f10676f6df,https://casinoepoca.com.ar,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.70.81.193,-1
20250521052859.001107_VE_webconnectivity_45df6bf99e4eae3c,https://promo.magicread.com,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.70.81.193,-1
20250521052556.543648_VE_webconnectivity_6038b0f6dbfb5bcb,https://www.quinielahoy.com,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.70.81.193,-1
20250521052552.390881_VE_webconnectivity_5725598ed6979da4,https://www.cuevana2.tv,None,connection_refused,inconsistent,False,AS13335,172.70.81.193,200
20250521052543.740238_VE_webconnectivity_e0e4b41a50045784,https://www.cuevana.io,None,connection_refused,inconsistent,False,AS13335,172.70.81.193,-1
20250521052536.323802_VE_webconnectivity_388c0b06c86794df,https://www.alljackpotcasino.com,None,generic_timeout_error,inconsistent,False,AS13335,172.70.81.193,-1
20250521052423.811899_VE_webconnectivity_bd476e60d2d0de92,https://www.cuevana2.com,None,connection_refused,inconsistent,False,AS13335,172.70.81.193,-1
20250521052316.287875_VE_webconnectivity_d7fcb3c459f2d9d3,https://www.cuevana3.co,None,connection_refused,inconsistent,False,AS13335,172.70.81.193,-1
20250521052311.957718_VE_webconnectivity_46138a141d78b3b1,https://www.cuevana2.io,None,connection_refused,inconsistent,False,AS13335,172.70.81.193,200
20250521052220.797473_VE_webconnectivity_1fb6d856ce901398,https://www.winwardcasino.ag,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.70.81.193,-1
20250521052214.779216_VE_webconnectivity_75e5108efdc9a164,https://www.colbet.com,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.70.81.193,-1
20250521052213.238934_VE_webconnectivity_3e75e89525dc93a3,https://procreauto.org/,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.70.81.193,-1
20250521052159.367299_VE_webconnectivity_b27beea9f4115e62,https://www.cuevana3.io,None,connection_refused,inconsistent,False,AS13335,172.70.81.193,200
20250521052147.312956_VE_webconnectivity_da1e2c535887a916,https://www.paddipower.com,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.70.81.193,-1
20250521051930.216370_VE_webconnectivity_ca39cd0075a217e3,https://99top.com.ar,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.70.81.193,-1
20250521051926.260034_VE_webconnectivity_9e481790ac03f4a7,https://99taxi.com.ar,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.70.81.193,-1
20250521051923.325686_VE_webconnectivity_e90e029c961b9769,https://www.99app.com.ar,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.70.81.193,-1
