measurement_uid,input,dns_experiment_failure,http_experiment_failure,dns_consistency,accessible,resolver_asn,resolver_ip,status_code
20250501152418.837138_AR_webconnectivity_2442b21b539c63c7,https://www.endfgm.eu/,android_dns_cache_no_data,None,inconsistent,False,AS7303,181.30.140.203,200
20250501152121.058699_AR_webconnectivity_e0b60980b972030c,https://www.pc2call.com/,android_dns_cache_no_data,None,inconsistent,False,AS7303,181.30.140.203,-1
20250501151735.273396_AR_webconnectivity_8b838a692110d481,https://hightimes.com/,android_dns_cache_no_data,None,inconsistent,False,AS7303,181.30.140.203,-1
20250501134200.171380_AR_webconnectivity_3b835293ad67e1d9,http://stealthchat.com/,android_dns_cache_no_data,None,inconsistent,False,AS7303,181.30.140.203,-1
20250501131737.473046_AR_webconnectivity_6ab73a40f92d23ec,http://alpha66.org/,android_dns_cache_no_data,None,inconsistent,False,AS7303,181.30.140.203,-1
20250501131725.705289_AR_webconnectivity_0c5de367ea44d0fa,https://www.alpha66.org/,android_dns_cache_no_data,None,inconsistent,False,AS7303,181.30.140.203,-1
20250501131723.142498_AR_webconnectivity_d596b1325308c2f8,http://www.alpha66.org/,android_dns_cache_no_data,None,inconsistent,False,AS7303,181.30.140.203,-1
20250501131538.075530_AR_webconnectivity_eb55efe3e4d6305e,http://www.consensocubano.org/,android_dns_cache_no_data,None,inconsistent,False,AS7303,181.30.140.203,-1
20250501131433.164130_AR_webconnectivity_90dc4a51d06e6bf4,https://sigloxxi.org/,android_dns_cache_no_data,None,inconsistent,False,AS7303,181.30.140.203,200
20250501131432.238160_AR_webconnectivity_cd8900f53149df0b,http://sigloxxi.org/,android_dns_cache_no_data,None,inconsistent,False,AS7303,181.30.140.203,200
20250501131429.482103_AR_webconnectivity_540e0613c5e3c12d,https:911truth.org/,android_dns_cache_no_data,None,inconsistent,False,AS7303,181.30.140.203,-1
20250501131318.416186_AR_webconnectivity_3f420bc3a723c2d0,https://alpha66.org/,android_dns_cache_no_data,None,inconsistent,False,AS7303,181.30.140.203,-1
20250501130859.841251_AR_webconnectivity_dd469c36e4eff8b4,http://www.cubamemorial.net/,android_dns_cache_no_data,None,inconsistent,False,AS7303,181.30.140.203,-1
20250501130203.793372_AR_webconnectivity_a5ee07ac3183d54d,http://www.lingeriebowl.com,android_dns_cache_no_data,None,inconsistent,False,AS7303,181.30.140.203,-1
20250501130030.640665_AR_webconnectivity_a7c205ea87cf3bf9,http://boomproxy.com/,None,None,inconsistent,False,AS7303,181.30.140.203,403
20250501130007.370939_AR_webconnectivity_be52a64b7640dd5a,http://thepiratebay.org/,android_dns_cache_no_data,None,inconsistent,False,AS7303,181.30.140.203,200
20250501130001.746997_AR_webconnectivity_fbe84a4a91228ba9,https://www.rojadirectaenvivo.pl/,android_dns_cache_no_data,None,inconsistent,False,AS7303,181.30.140.203,200
20250501130000.837720_AR_webconnectivity_3858e0a538262772,https://www.rojadirectaenvivo.me/,android_dns_cache_no_data,None,inconsistent,False,AS7303,181.30.140.203,200
20250501125948.131074_AR_webconnectivity_f043f5ad1adc8c48,http://casino.com,android_dns_cache_no_data,None,inconsistent,False,AS7303,181.30.140.203,200
20250501125947.187701_AR_webconnectivity_855bb5d8daa6cb72,http://www.betfair.com,android_dns_cache_no_data,None,inconsistent,False,AS7303,181.30.140.203,403
