measurement_uid,input,dns_experiment_failure,http_experiment_failure,dns_consistency,accessible,resolver_asn,resolver_ip,status_code
20250524125446.540715_VE_webconnectivity_ad9f79934b5540ce,https://regalamonedas.com/,None,connection_refused,inconsistent,False,AS13335,172.68.56.96,200
20250524125227.942688_VE_webconnectivity_d0e184ecfb5a7ba8,https://Saori.bet,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.68.56.96,-1
20250524125226.944204_VE_webconnectivity_92fac08d9bd7b9c4,https://www.cleopatrabet.co/,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.68.56.96,-1
20250524125044.082552_VE_webconnectivity_0caf7c5b2dba1428,https://www.luckylanespins.com,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.68.56.96,-1
20250524124941.980129_VE_webconnectivity_7c9f968a52375bd6,https://www.silverplay013.com,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.68.56.96,-1
20250524124937.789466_VE_webconnectivity_77a02f5f443068a6,https://www.thrillsy.com,None,connection_refused,inconsistent,False,AS13335,172.68.56.96,403
20250524124610.720528_VE_webconnectivity_092ef394b6a79738,https://www.megafaraon.co,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.68.56.96,-1
20250524124242.234493_VE_webconnectivity_bec537cbf2661382,https://redblackline.net/home,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.68.56.96,-1
20250524124202.005562_VE_webconnectivity_e67cf79db8b6f2aa,https://pinkgame.net/sports.php,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.68.56.96,-1
20250524124200.766678_VE_webconnectivity_d0d0a18c9f5d57a6,https://pinkgame.net/,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.68.56.96,-1
20250524124143.465448_VE_webconnectivity_7336eeef6d0664b8,https://jugaygana.online/,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.68.56.96,-1
20250524124124.513170_VE_webconnectivity_cd58e44c4bca3728,https://betglobal.com/es/sports,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.68.56.96,-1
20250524124013.543848_VE_webconnectivity_491f2b66f70941fc,https://www.hallabet.com/en,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.68.56.96,500
20250524123956.956107_VE_webconnectivity_15cf9f65a2d22cda,https://www.m88.io,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.68.56.96,-1
20250524123842.039916_VE_webconnectivity_a6de5807034bd7e4,https://www.hatbet56.com/tf,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.68.56.96,-1
20250524123356.311232_VE_webconnectivity_d5d411a6b693eb17,https://lp.betglobal.com,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.68.56.96,-1
20250524123327.730555_VE_webconnectivity_3788bd0affbbb7b6,https://www.joyfulbet.io,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.68.56.96,-1
20250524123135.400062_VE_webconnectivity_49e808f145d4a898,https://www.yummygame.io,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.68.56.96,-1
20250524122956.108907_VE_webconnectivity_adcf564c70baeaaf,https://luckyhandcasino.com,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.68.56.96,-1
20250524122839.992603_VE_webconnectivity_abe1aa6304643d75,https://betcoin.pro,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.68.56.96,-1
20250524122608.637204_VE_webconnectivity_cb570c6164084e96,https://clubriches.com,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.68.56.96,-1
20250524122540.169748_VE_webconnectivity_04bfae0f93e80e99,https://celuapuestas.pro,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.68.56.96,-1
20250524122442.953443_VE_webconnectivity_412c6714f461b9e4,https://www.regalamonedas.com,None,connection_refused,inconsistent,False,AS13335,172.68.56.96,200
20250524122248.813390_VE_webconnectivity_ab3e095cd4f18f44,https://tarjetarojaenvivo.nl,None,connection_refused,inconsistent,False,AS13335,172.68.56.96,200
20250524122141.272086_VE_webconnectivity_158b9a4650a8dee9,https://futbollibretvonline.pe,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.68.56.96,-1
20250524122058.498398_VE_webconnectivity_4f2a067be4983faf,https://futbollibrehd.futbol,None,connection_refused,inconsistent,False,AS13335,172.68.56.96,526
20250524121820.981615_VE_webconnectivity_476b5dd703508f43,https://libre.futbol,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.68.56.96,-1
20250524121543.115359_VE_webconnectivity_6873d5056aa8b7c6,https://www.hatbet56.com,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.68.56.96,-1
20250524120523.138662_VE_webconnectivity_9a6919a681b4526c,https://platinoclub.net/,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.68.56.96,-1
20250524120522.207358_VE_webconnectivity_df555b15796bd8e6,https://oc88.com/,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.68.56.96,-1
20250524120422.141663_VE_webconnectivity_bf3d7bfdd6129fe8,https://pinkplay.net/,None,connection_refused,inconsistent,False,AS13335,172.68.56.96,200
20250524120335.818212_VE_webconnectivity_335917569ab4cbfa,http://www.oasispro.club/,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.68.56.96,-1
20250524120327.627573_VE_webconnectivity_05b5ceb8c9edee9a,http://www.quarzoazul.com/,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.68.56.96,-1
20250524120211.588820_VE_webconnectivity_8f11dc951df130a3,https://www.magisapk.com/,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.68.56.96,-1
20250524120141.337376_VE_webconnectivity_21a520c137796c7d,https://magistvtv.com/,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.68.56.96,-1
20250524120111.470476_VE_webconnectivity_064bd92a3181c0f3,https://www.getmagistv.com/,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.68.56.96,-1
20250524115939.588347_VE_webconnectivity_54bacc1cc9c78482,https://magistvmex.com/,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.68.56.96,-1
20250524115906.520855_VE_webconnectivity_2fa954d82e288739,https://magistv.vip/,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.68.56.96,-1
20250524115858.161778_VE_webconnectivity_d7da13a8dd576625,https://magistv.so,None,connection_refused,inconsistent,False,AS13335,172.68.56.96,200
20250524115647.955674_VE_webconnectivity_e10abc5796988a87,https://magistvgo.com/,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.68.56.96,-1
20250524115432.589416_VE_webconnectivity_c00d52e69a109b10,https://magistv-ecuador.com/,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.68.56.96,-1
20250524115009.213319_VE_webconnectivity_1a6decdd43ec5b16,https://www.magistv.net,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.68.56.96,-1
20250524115008.481700_VE_webconnectivity_1288e5d6b6daa5e4,https://kodipro.org/downloader/Mospy%20Tv_3.0.3.apk,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.68.56.96,-1
20250524115001.888128_VE_webconnectivity_85b9cfbd31d1c8e9,https://gnula.nu,None,connection_refused,inconsistent,False,AS13335,172.68.56.96,200
20250524114959.077868_VE_webconnectivity_ca43cf88d22c3a4f,https://h5.rainbowex.life/#/pages/download/download,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.68.56.96,-1
20250524114958.075296_VE_webconnectivity_661270ac5a35da1f,https://h5.rainbowex.life/#/,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.68.56.96,-1
20250524114821.581436_VE_webconnectivity_8f768f56ab0cc86f,https://1xcasino-172143.top/es,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.68.56.96,-1
20250524114617.726011_VE_webconnectivity_4f1338c2ade87b2c,https://club365.io/,android_dns_cache_no_data,None,inconsistent,False,AS13335,172.68.56.96,-1
